Potential (V),Current (µA)
0.973,2.5
0.974,2.5
0.975,2.5
0.976,2.5
0.977,3.3333333
0.978,4.1666665
0.979,6.6666665
0.98,6.6666665
0.981,5.0
0.982,2.5
0.983,0.8333333
0.984,1.6666666
0.985,2.5
0.986,3.3333333
0.987,3.3333333
0.988,2.5
0.989,2.5
0.99,2.5
0.991,2.5
0.992,2.5
0.993,2.5
0.994,2.5
0.995,2.5
0.996,1.6666666
0.997,1.6666666
0.998,5.0
0.999,6.6666665
1.0,6.6666665
1.001,3.3333333
1.002,1.6666666
1.003,0.8333333
1.004,0.0
1.005,0.0
1.006,0.8333333
1.007,0.8333333
1.008,0.8333333
1.009,1.6666666
1.01,2.5
1.011,2.5
1.012,0.8333333
1.013,0.8333333
1.014,0.8333333
1.015,1.6666666
1.016,0.8333333
1.017,1.6666666
1.018,1.6666666
1.019,2.5
1.02,2.5
1.021,2.5
1.022,1.6666666
1.023,2.5
1.024,2.5
1.025,3.3333333
1.026,2.5
1.027,4.1666665
1.028,3.3333333
1.029,3.3333333
1.03,1.6666666
1.031,1.6666666
1.032,0.8333333
1.033,0.8333333
1.034,3.3333333
1.035,3.3333333
1.036,2.5
1.037,0.8333333
1.038,3.3333333
1.039,4.1666665
1.04,5.0
1.041,3.3333333
1.042,3.3333333
1.043,2.5
1.044,3.3333333
1.045,2.5
1.046,2.5
1.047,1.6666666
1.048,3.3333333
1.049,3.3333333
1.05,4.1666665
1.051,4.1666665
1.052,4.1666665
1.053,3.3333333
1.054,3.3333333
1.055,2.5
1.056,2.5
1.057,1.6666666
1.058,2.5
1.059,2.5
1.06,1.6666666
1.061,2.5
1.062,3.3333333
1.063,3.3333333
1.064,1.6666666
1.065,1.6666666
1.066,3.3333333
1.067,5.0
1.068,5.0
1.069,4.1666665
1.07,4.1666665
1.071,3.3333333
1.072,3.3333333
1.073,3.3333333
1.074,4.1666665
1.075,4.1666665
1.076,3.3333333
1.077,1.6666666
1.078,2.5
1.079,4.1666665
1.08,5.8333335
1.081,5.8333335
1.082,5.0
1.083,3.3333333
1.084,2.5
1.085,2.5
1.086,5.0
1.087,5.0
1.088,5.0
1.089,4.1666665
1.09,4.1666665
1.091,3.3333333
1.092,2.5
1.093,2.5
1.094,3.3333333
1.095,4.1666665
1.096,5.0
1.097,3.3333333
1.098,3.3333333
1.099,3.3333333
1.1,4.1666665
1.101,4.1666665
1.102,4.1666665
1.103,5.0
1.104,4.1666665
1.105,4.1666665
1.106,3.3333333
1.107,3.3333333
1.108,2.5
1.109,1.6666666
1.11,2.5
1.111,3.3333333
1.112,5.0
1.113,5.0
1.114,5.8333335
1.115,5.0
1.116,5.8333335
1.117,5.0
1.118,5.8333335
1.119,4.1666665
1.12,4.1666665
1.121,3.3333333
1.122,4.1666665
1.123,3.3333333
1.124,3.3333333
1.125,2.5
1.126,1.6666666
1.127,1.6666666
1.128,2.5
1.129,3.3333333
1.13,3.3333333
1.131,2.5
1.132,2.5
1.133,3.3333333
1.134,3.3333333
1.135,4.1666665
1.136,3.3333333
1.137,5.0
1.138,5.0
1.139,6.6666665
1.14,4.1666665
